iter	Passed	Remaining
701	1090	463
702	1092	461
703	1094	460
704	1095	458
705	1096	456
706	1097	455
707	1099	453
708	1100	451
709	1102	450
710	1103	448
711	1105	447
712	1106	445
713	1107	443
714	1108	441
715	1109	440
716	1110	438
717	1112	437
718	1114	435
719	1115	433
720	1116	432
721	1118	430
722	1120	429
723	1121	427
724	1122	425
725	1124	424
726	1126	423
727	1128	421
728	1129	419
729	1130	418
730	1132	416
731	1134	415
732	1135	413
733	1137	412
734	1138	410
735	1139	408
736	1141	407
737	1142	405
738	1144	404
739	1145	402
740	1147	401
741	1149	399
742	1150	398
743	1152	396
744	1154	395
745	1155	393
746	1157	391
747	1158	390
748	1159	388
749	1162	387
750	1163	385
751	1164	384
752	1166	382
753	1167	380
754	1169	379
755	1170	377
756	1171	376
757	1172	374
758	1174	372
759	1175	371
760	1176	369
761	1178	368
762	1179	366
763	1181	364
764	1182	363
765	1183	361
766	1184	359
767	1185	358
768	1187	356
769	1188	354
770	1189	353
771	1190	351
772	1192	350
773	1193	348
774	1195	346
775	1196	345
776	1197	343
777	1198	342
778	1200	340
779	1202	339
780	1203	337
781	1205	335
782	1206	334
783	1208	332
784	1209	331
785	1210	329
786	1213	328
787	1214	326
788	1216	325
789	1217	323
790	1219	322
791	1220	320
792	1221	318
793	1222	317
794	1223	315
795	1225	314
796	1226	312
797	1227	310
798	1228	308
799	1229	307
800	1230	305
801	1231	304
802	1232	302
803	1234	300
804	1235	299
805	1237	297
806	1238	296
807	1240	294
808	1241	293
809	1242	291
810	1244	290
811	1245	288
812	1247	286
813	1249	285
814	1250	283
815	1252	282
816	1254	280
817	1255	279
818	1256	277
819	1258	276
820	1259	274
821	1261	273
822	1262	271
823	1263	269
824	1265	268
825	1266	266
826	1267	265
827	1269	263
828	1270	261
829	1272	260
830	1273	259
831	1275	257
832	1277	256
833	1279	254
834	1280	253
835	1281	251
836	1283	249
837	1284	248
838	1286	246
839	1287	245
840	1288	243
841	1290	242
842	1291	240
843	1292	238
844	1294	237
845	1295	235
846	1296	234
847	1298	232
848	1299	231
849	1301	229
850	1303	228
851	1304	226
852	1306	225
853	1307	223
854	1308	221
855	1310	220
856	1311	218
857	1312	217
858	1314	215
859	1315	214
860	1317	212
861	1319	211
862	1320	209
863	1322	208
864	1323	206
865	1324	205
866	1326	203
867	1327	201
868	1329	200
869	1330	198
870	1332	197
871	1333	195
872	1335	194
873	1336	192
874	1338	191
875	1339	189
876	1340	188
877	1342	186
878	1343	185
879	1345	183
880	1346	181
881	1347	180
882	1349	178
883	1350	177
884	1351	175
885	1353	174
886	1354	172
887	1355	171
888	1357	169
889	1359	167
890	1360	166
891	1362	164
892	1363	163
893	1365	161
894	1366	160
895	1367	158
896	1369	157
897	1370	155
898	1372	154
899	1373	152
900	1375	151
901	1376	149
902	1378	148
903	1379	146
904	1380	144
905	1381	143
906	1383	141
907	1384	140
908	1386	138
909	1387	137
910	1389	135
911	1391	134
912	1392	132
913	1394	131
914	1395	129
915	1397	128
916	1398	126
917	1399	125
918	1401	123
919	1403	122
920	1404	120
921	1406	118
922	1407	117
923	1408	115
924	1410	114
925	1411	112
926	1413	111
927	1414	109
928	1416	108
929	1417	106
930	1419	105
931	1420	103
932	1422	102
933	1423	100
934	1424	99
935	1426	97
936	1427	95
937	1429	94
938	1431	92
939	1432	91
940	1433	89
941	1434	88
942	1436	86
943	1437	85
944	1438	83
945	1439	82
946	1441	80
947	1443	79
948	1444	77
949	1446	76
950	1447	74
951	1449	73
952	1450	71
953	1452	70
954	1453	68
955	1455	66
956	1456	65
957	1458	63
958	1461	62
959	1462	60
960	1463	59
961	1466	57
962	1467	56
963	1468	54
964	1470	53
965	1472	51
966	1473	50
967	1475	48
968	1476	47
969	1477	45
970	1479	44
971	1480	42
972	1481	41
973	1483	39
974	1484	38
975	1486	36
976	1487	35
977	1489	33
978	1490	31
979	1492	30
980	1494	28
981	1495	27
982	1497	25
983	1498	24
984	1500	22
985	1502	21
986	1503	19
987	1505	18
988	1506	16
989	1507	15
990	1509	13
991	1510	12
992	1512	10
993	1514	9
994	1516	7
995	1518	6
996	1519	4
997	1520	3
998	1522	1
999	1523	0
